sa4_code,anzsco4_code,anzsco4_name,sa4_name,state,extraction_date,prediction
701,1111,Chief Executives and Managing Directors,Darwin,Northern Territory,1/01/2019,174
701,1112,General Managers,Darwin,Northern Territory,1/01/2019,553
701,1113,Legislators,Darwin,Northern Territory,1/01/2019,85
701,1212,Crop Farmers,Darwin,Northern Territory,1/01/2019,423
701,1311,"Advertising, Public Relations and Sales Managers",Darwin,Northern Territory,1/01/2019,488
701,1321,Corporate Services Managers,Darwin,Northern Territory,1/01/2019,319
701,1323,Human Resource Managers,Darwin,Northern Territory,1/01/2019,324
701,1324,Policy and Planning Managers,Darwin,Northern Territory,1/01/2019,204
701,1325,Research and Development Managers,Darwin,Northern Territory,1/01/2019,180
701,1331,Construction Managers,Darwin,Northern Territory,1/01/2019,880
701,1332,Engineering Managers,Darwin,Northern Territory,1/01/2019,233
701,1333,"Importers, Exporters and Wholesalers",Darwin,Northern Territory,1/01/2019,117
701,1334,Manufacturers,Darwin,Northern Territory,1/01/2019,113
701,1335,Production Managers,Darwin,Northern Territory,1/01/2019,210
701,1341,Child Care Centre Managers,Darwin,Northern Territory,1/01/2019,137
701,1342,Health and Welfare Services Managers,Darwin,Northern Territory,1/01/2019,333
701,1344,Other Education Managers,Darwin,Northern Territory,1/01/2019,76
701,1351,ICT Managers,Darwin,Northern Territory,1/01/2019,87
701,1399,Other Specialist Managers,Darwin,Northern Territory,1/01/2019,427
701,1411,Cafe and Restaurant Managers,Darwin,Northern Territory,1/01/2019,595
701,1413,Hotel and Motel Managers,Darwin,Northern Territory,1/01/2019,126
701,1414,Licensed Club Managers,Darwin,Northern Territory,1/01/2019,70
701,1419,Other Accommodation and Hospitality Managers,Darwin,Northern Territory,1/01/2019,162
701,1421,Retail Managers,Darwin,Northern Territory,1/01/2019,1197
701,1491,"Amusement, Fitness and Sports Centre Managers",Darwin,Northern Territory,1/01/2019,81
701,1492,Call or Contact Centre and Customer Service Managers,Darwin,Northern Territory,1/01/2019,201
701,1493,Conference and Event Organisers,Darwin,Northern Territory,1/01/2019,406
701,1494,Transport Services Managers,Darwin,Northern Territory,1/01/2019,197
701,1499,"Other Hospitality, Retail and Service Managers",Darwin,Northern Territory,1/01/2019,694
701,2112,Music Professionals,Darwin,Northern Territory,1/01/2019,134
701,2113,Photographers,Darwin,Northern Territory,1/01/2019,91
701,2114,Visual Arts and Crafts Professionals,Darwin,Northern Territory,1/01/2019,116
701,2121,"Artistic Directors, and Media Producers and Presenters",Darwin,Northern Territory,1/01/2019,82
701,2124,Journalists and Other Writers,Darwin,Northern Territory,1/01/2019,170
701,2211,Accountants,Darwin,Northern Territory,1/01/2019,1070
701,2212,"Auditors, Company Secretaries and Corporate Treasurers",Darwin,Northern Territory,1/01/2019,64
701,2222,Financial Dealers,Darwin,Northern Territory,1/01/2019,59
701,2223,Financial Investment Advisers and Managers,Darwin,Northern Territory,1/01/2019,78
701,2231,Human Resource Professionals,Darwin,Northern Territory,1/01/2019,452
701,2232,ICT Trainers,Darwin,Northern Territory,1/01/2019,85
701,2233,Training and Development Professionals,Darwin,Northern Territory,1/01/2019,242
701,2241,"Actuaries, Mathematicians and Statisticians",Darwin,Northern Territory,1/01/2019,51
701,2244,Intelligence and Policy Analysts,Darwin,Northern Territory,1/01/2019,399
701,2245,Land Economists and Valuers,Darwin,Northern Territory,1/01/2019,60
701,2246,Librarians,Darwin,Northern Territory,1/01/2019,133
701,2247,Management and Organisation Analysts,Darwin,Northern Territory,1/01/2019,203
701,2249,Other Information and Organisation Professionals,Darwin,Northern Territory,1/01/2019,231
701,2251,Advertising and Marketing Professionals,Darwin,Northern Territory,1/01/2019,234
701,2252,ICT Sales Professionals,Darwin,Northern Territory,1/01/2019,133
701,2253,Public Relations Professionals,Darwin,Northern Territory,1/01/2019,270
701,2254,Technical Sales Representatives,Darwin,Northern Territory,1/01/2019,169
701,2312,Marine Transport Professionals,Darwin,Northern Territory,1/01/2019,218
701,2321,Architects and Landscape Architects,Darwin,Northern Territory,1/01/2019,133
701,2322,Surveyors and Spatial Scientists,Darwin,Northern Territory,1/01/2019,398
701,2324,"Graphic and Web Designers, and Illustrators",Darwin,Northern Territory,1/01/2019,159
701,2332,Civil Engineering Professionals,Darwin,Northern Territory,1/01/2019,251
701,2334,Electronics Engineers,Darwin,Northern Territory,1/01/2019,79
701,2335,"Industrial, Mechanical and Production Engineers",Darwin,Northern Territory,1/01/2019,293
701,2336,Mining Engineers,Darwin,Northern Territory,1/01/2019,105
701,2341,Agricultural and Forestry Scientists,Darwin,Northern Territory,1/01/2019,74
701,2343,Environmental Scientists,Darwin,Northern Territory,1/01/2019,466
701,2344,"Geologists, Geophysicists and Hydrogeologists",Darwin,Northern Territory,1/01/2019,66
701,2345,Life Scientists,Darwin,Northern Territory,1/01/2019,147
701,2346,Medical Laboratory Scientists,Darwin,Northern Territory,1/01/2019,132
701,2347,Veterinarians,Darwin,Northern Territory,1/01/2019,159
701,2411,Early Childhood (Pre-primary School) Teachers,Darwin,Northern Territory,1/01/2019,170
701,2412,Primary School Teachers,Darwin,Northern Territory,1/01/2019,561
701,2413,Middle School Teachers,Darwin,Northern Territory,1/01/2019,214
701,2414,Secondary School Teachers,Darwin,Northern Territory,1/01/2019,462
701,2415,Special Education Teachers,Darwin,Northern Territory,1/01/2019,230
701,2491,Education Advisers and Reviewers,Darwin,Northern Territory,1/01/2019,186
701,2492,Private Tutors and Teachers,Darwin,Northern Territory,1/01/2019,259
701,2512,Medical Imaging Professionals,Darwin,Northern Territory,1/01/2019,126
701,2513,Occupational and Environmental Health Professionals,Darwin,Northern Territory,1/01/2019,146
701,2515,Pharmacists,Darwin,Northern Territory,1/01/2019,184
701,2519,Other Health Diagnostic and Promotion Professionals,Darwin,Northern Territory,1/01/2019,103
701,2523,Dental Practitioners,Darwin,Northern Territory,1/01/2019,96
701,2524,Occupational Therapists,Darwin,Northern Territory,1/01/2019,240
701,2525,Physiotherapists,Darwin,Northern Territory,1/01/2019,93
701,2527,Audiologists and Speech Pathologists \ Therapists,Darwin,Northern Territory,1/01/2019,88
701,2531,General Practitioners and Resident Medical Officers,Darwin,Northern Territory,1/01/2019,880
701,2539,Other Medical Practitioners,Darwin,Northern Territory,1/01/2019,192
701,2541,Midwives,Darwin,Northern Territory,1/01/2019,84
701,2543,Nurse Managers,Darwin,Northern Territory,1/01/2019,257
701,2544,Registered Nurses,Darwin,Northern Territory,1/01/2019,1738
701,2611,ICT Business and Systems Analysts,Darwin,Northern Territory,1/01/2019,90
701,2612,Multimedia Specialists and Web Developers,Darwin,Northern Territory,1/01/2019,147
701,2613,Software and Applications Programmers,Darwin,Northern Territory,1/01/2019,135
701,2621,"Database and Systems Administrators, and ICT Security Specialists",Darwin,Northern Territory,1/01/2019,363
701,2631,Computer Network Professionals,Darwin,Northern Territory,1/01/2019,242
701,2633,Telecommunications Engineering Professionals,Darwin,Northern Territory,1/01/2019,76
701,2711,Barristers,Darwin,Northern Territory,1/01/2019,140
701,2712,Judicial and Other Legal Professionals,Darwin,Northern Territory,1/01/2019,146
701,2721,Counsellors,Darwin,Northern Territory,1/01/2019,177
701,2722,Ministers of Religion,Darwin,Northern Territory,1/01/2019,314
701,2723,Psychologists,Darwin,Northern Territory,1/01/2019,78
701,2724,Social Professionals,Darwin,Northern Territory,1/01/2019,221
701,2725,Social Workers,Darwin,Northern Territory,1/01/2019,231
701,3112,Medical Technicians,Darwin,Northern Territory,1/01/2019,246
701,3113,Primary Products Inspectors,Darwin,Northern Territory,1/01/2019,256
701,3121,"Architectural, Building and Surveying Technicians",Darwin,Northern Territory,1/01/2019,256
701,3122,Civil Engineering Draftspersons and Technicians,Darwin,Northern Territory,1/01/2019,152
701,3123,Electrical Engineering Draftspersons and Technicians,Darwin,Northern Territory,1/01/2019,159
701,3124,Electronic Engineering Draftspersons and Technicians,Darwin,Northern Territory,1/01/2019,142
701,3126,Safety Inspectors,Darwin,Northern Territory,1/01/2019,165
701,3129,Other Building and Engineering Technicians,Darwin,Northern Territory,1/01/2019,256
701,3131,ICT Support Technicians,Darwin,Northern Territory,1/01/2019,405
701,3132,Telecommunications Technical Specialists,Darwin,Northern Territory,1/01/2019,134
701,3211,Automotive Electricians,Darwin,Northern Territory,1/01/2019,95
701,3212,Motor Mechanics,Darwin,Northern Territory,1/01/2019,1249
701,3232,Metal Fitters and Machinists,Darwin,Northern Territory,1/01/2019,713
701,3233,Precision Metal Trades Workers,Darwin,Northern Territory,1/01/2019,87
701,3241,Panelbeaters,Darwin,Northern Territory,1/01/2019,84
701,3311,Bricklayers and Stonemasons,Darwin,Northern Territory,1/01/2019,85
701,3312,Carpenters and Joiners,Darwin,Northern Territory,1/01/2019,530
701,3322,Painting Trades Workers,Darwin,Northern Territory,1/01/2019,366
701,3331,Glaziers,Darwin,Northern Territory,1/01/2019,208
701,3332,Plasterers,Darwin,Northern Territory,1/01/2019,63
701,3333,Roof Tilers,Darwin,Northern Territory,1/01/2019,195
701,3334,Wall and Floor Tilers,Darwin,Northern Territory,1/01/2019,132
701,3341,Plumbers,Darwin,Northern Territory,1/01/2019,649
701,3411,Electricians,Darwin,Northern Territory,1/01/2019,1711
701,3421,Airconditioning and Refrigeration Mechanics,Darwin,Northern Territory,1/01/2019,442
701,3422,Electrical Distribution Trades Workers,Darwin,Northern Territory,1/01/2019,110
701,3423,Electronics Trades Workers,Darwin,Northern Territory,1/01/2019,362
701,3424,Telecommunications Trades Workers,Darwin,Northern Territory,1/01/2019,247
701,3511,Bakers and Pastrycooks,Darwin,Northern Territory,1/01/2019,181
701,3512,Butchers and Smallgoods Makers,Darwin,Northern Territory,1/01/2019,159
701,3513,Chefs,Darwin,Northern Territory,1/01/2019,1244
701,3514,Cooks,Darwin,Northern Territory,1/01/2019,226
701,3611,Animal Attendants and Trainers,Darwin,Northern Territory,1/01/2019,364
701,3613,Veterinary Nurses,Darwin,Northern Territory,1/01/2019,128
701,3622,Gardeners,Darwin,Northern Territory,1/01/2019,954
701,3623,Greenkeepers,Darwin,Northern Territory,1/01/2019,119
701,3911,Hairdressers,Darwin,Northern Territory,1/01/2019,362
701,3923,Printers,Darwin,Northern Territory,1/01/2019,124
701,3941,Cabinetmakers,Darwin,Northern Territory,1/01/2019,70
701,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",Darwin,Northern Territory,1/01/2019,377
701,3993,"Gallery, Library and Museum Technicians",Darwin,Northern Territory,1/01/2019,87
701,3995,Performing Arts Technicians,Darwin,Northern Territory,1/01/2019,72
701,3999,Other Miscellaneous Technicians and Trades Workers,Darwin,Northern Territory,1/01/2019,173
701,4111,Ambulance Officers and Paramedics,Darwin,Northern Territory,1/01/2019,138
701,4114,Enrolled and Mothercraft Nurses,Darwin,Northern Territory,1/01/2019,171
701,4117,Welfare Support Workers,Darwin,Northern Territory,1/01/2019,515
701,4211,Child Carers,Darwin,Northern Territory,1/01/2019,873
701,4221,Education Aides,Darwin,Northern Territory,1/01/2019,794
701,4231,Aged and Disabled Carers,Darwin,Northern Territory,1/01/2019,997
701,4232,Dental Assistants,Darwin,Northern Territory,1/01/2019,149
701,4233,Nursing Support and Personal Care Workers,Darwin,Northern Territory,1/01/2019,627
701,4234,Special Care Workers,Darwin,Northern Territory,1/01/2019,124
701,4311,Bar Attendants and Baristas,Darwin,Northern Territory,1/01/2019,742
701,4312,Cafe Workers,Darwin,Northern Territory,1/01/2019,141
701,4313,Gaming Workers,Darwin,Northern Territory,1/01/2019,283
701,4314,Hotel Service Managers,Darwin,Northern Territory,1/01/2019,173
701,4315,Waiters,Darwin,Northern Territory,1/01/2019,405
701,4319,Other Hospitality Workers,Darwin,Northern Territory,1/01/2019,30
701,4412,Fire and Emergency Workers,Darwin,Northern Territory,1/01/2019,202
701,4421,Prison Officers,Darwin,Northern Territory,1/01/2019,278
701,4422,Security Officers and Guards,Darwin,Northern Territory,1/01/2019,883
701,4511,Beauty Therapists,Darwin,Northern Territory,1/01/2019,246
701,4512,Driving Instructors,Darwin,Northern Territory,1/01/2019,166
701,4514,"Gallery, Museum and Tour Guides",Darwin,Northern Territory,1/01/2019,204
701,4516,Tourism and Travel Advisers,Darwin,Northern Territory,1/01/2019,180
701,4517,Travel Attendants,Darwin,Northern Territory,1/01/2019,142
701,4518,Other Personal Service Workers,Darwin,Northern Territory,1/01/2019,79
701,4521,Fitness Instructors,Darwin,Northern Territory,1/01/2019,178
701,4524,Sportspersons,Darwin,Northern Territory,1/01/2019,253
701,5111,"Contract, Program and Project Administrators",Darwin,Northern Territory,1/01/2019,1461
701,5121,Office Managers,Darwin,Northern Territory,1/01/2019,1490
701,5122,Practice Managers,Darwin,Northern Territory,1/01/2019,205
701,5211,Personal Assistants,Darwin,Northern Territory,1/01/2019,352
701,5212,Secretaries,Darwin,Northern Territory,1/01/2019,263
701,5311,General Clerks,Darwin,Northern Territory,1/01/2019,2235
701,5321,Keyboard Operators,Darwin,Northern Territory,1/01/2019,595
701,5411,Call or Contact Centre Workers,Darwin,Northern Territory,1/01/2019,121
701,5412,Information Officers,Darwin,Northern Territory,1/01/2019,583
701,5421,Receptionists,Darwin,Northern Territory,1/01/2019,1117
701,5511,Accounting Clerks,Darwin,Northern Territory,1/01/2019,822
701,5512,Bookkeepers,Darwin,Northern Territory,1/01/2019,502
701,5513,Payroll Clerks,Darwin,Northern Territory,1/01/2019,576
701,5521,Bank Workers,Darwin,Northern Territory,1/01/2019,226
701,5522,Credit and Loans Officers,Darwin,Northern Territory,1/01/2019,75
701,5523,"Insurance, Money Market and Statistical Clerks",Darwin,Northern Territory,1/01/2019,87
701,5611,Betting Clerks,Darwin,Northern Territory,1/01/2019,377
701,5612,Couriers and Postal Deliverers,Darwin,Northern Territory,1/01/2019,354
701,5613,Filing and Registry Clerks,Darwin,Northern Territory,1/01/2019,298
701,5614,Mail Sorters,Darwin,Northern Territory,1/01/2019,180
701,5619,Other Clerical and Office Support Workers,Darwin,Northern Territory,1/01/2019,190
701,5911,Purchasing and Supply Logistics Clerks,Darwin,Northern Territory,1/01/2019,564
701,5912,Transport and Despatch Clerks,Darwin,Northern Territory,1/01/2019,343
701,5991,Conveyancers and Legal Executives,Darwin,Northern Territory,1/01/2019,125
701,5992,Court and Legal Clerks,Darwin,Northern Territory,1/01/2019,279
701,5993,Debt Collectors,Darwin,Northern Territory,1/01/2019,92
701,5994,Human Resource Clerks,Darwin,Northern Territory,1/01/2019,129
701,5995,Inspectors and Regulatory Officers,Darwin,Northern Territory,1/01/2019,380
701,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Darwin,Northern Territory,1/01/2019,160
701,5997,Library Assistants,Darwin,Northern Territory,1/01/2019,78
701,5999,Other Miscellaneous Clerical and Administrative Workers,Darwin,Northern Territory,1/01/2019,257
701,6112,Insurance Agents,Darwin,Northern Territory,1/01/2019,84
701,6113,Sales Representatives,Darwin,Northern Territory,1/01/2019,396
701,6121,Real Estate Sales Agents,Darwin,Northern Territory,1/01/2019,326
701,6211,Sales Assistants (General),Darwin,Northern Territory,1/01/2019,3114
701,6212,ICT Sales Assistants,Darwin,Northern Territory,1/01/2019,61
701,6213,Motor Vehicle and Vehicle Parts Salespersons,Darwin,Northern Territory,1/01/2019,221
701,6214,Pharmacy Sales Assistants,Darwin,Northern Territory,1/01/2019,125
701,6215,Retail Supervisors,Darwin,Northern Territory,1/01/2019,279
701,6216,Service Station Attendants,Darwin,Northern Territory,1/01/2019,162
701,6219,Other Sales Assistants and Salespersons,Darwin,Northern Territory,1/01/2019,147
701,6311,Checkout Operators and Office Cashiers,Darwin,Northern Territory,1/01/2019,1467
701,6391,Models and Sales Demonstrators,Darwin,Northern Territory,1/01/2019,93
701,6394,Ticket Salespersons,Darwin,Northern Territory,1/01/2019,156
701,7119,Other Machine Operators,Darwin,Northern Territory,1/01/2019,151
701,7121,"Crane, Hoist and Lift Operators",Darwin,Northern Territory,1/01/2019,214
701,7122,"Drillers, Miners and Shot Firers",Darwin,Northern Territory,1/01/2019,311
701,7123,Engineering Production Workers,Darwin,Northern Territory,1/01/2019,81
701,7129,Other Stationary Plant Operators,Darwin,Northern Territory,1/01/2019,171
701,7212,Earthmoving Plant Operators,Darwin,Northern Territory,1/01/2019,104
701,7213,Forklift Drivers,Darwin,Northern Territory,1/01/2019,189
701,7219,Other Mobile Plant Operators,Darwin,Northern Territory,1/01/2019,189
701,7311,Automobile Drivers,Darwin,Northern Territory,1/01/2019,352
701,7312,Bus and Coach Drivers,Darwin,Northern Territory,1/01/2019,332
701,7313,Train and Tram Drivers,Darwin,Northern Territory,1/01/2019,82
701,7321,Delivery Drivers,Darwin,Northern Territory,1/01/2019,420
701,7331,Truck Drivers,Darwin,Northern Territory,1/01/2019,1403
701,7411,Storepersons,Darwin,Northern Territory,1/01/2019,887
701,8111,Car Detailers,Darwin,Northern Territory,1/01/2019,233
701,8112,Commercial Cleaners,Darwin,Northern Territory,1/01/2019,1165
701,8113,Domestic Cleaners,Darwin,Northern Territory,1/01/2019,350
701,8114,Housekeepers,Darwin,Northern Territory,1/01/2019,515
701,8115,Laundry Workers,Darwin,Northern Territory,1/01/2019,229
701,8116,Other Cleaners,Darwin,Northern Territory,1/01/2019,56
701,8211,Building and Plumbing Labourers,Darwin,Northern Territory,1/01/2019,541
701,8212,Concreters,Darwin,Northern Territory,1/01/2019,332
701,8213,Fencers,Darwin,Northern Territory,1/01/2019,76
701,8214,Insulation and Home Improvement Installers,Darwin,Northern Territory,1/01/2019,336
701,8219,Other Construction and Mining Labourers,Darwin,Northern Territory,1/01/2019,87
701,8321,Packers,Darwin,Northern Territory,1/01/2019,139
701,8322,Product Assemblers,Darwin,Northern Territory,1/01/2019,88
701,8391,Metal Engineering Process Workers,Darwin,Northern Territory,1/01/2019,113
701,8412,Crop Farm Workers,Darwin,Northern Territory,1/01/2019,106
701,8414,Garden and Nursery Labourers,Darwin,Northern Territory,1/01/2019,232
701,8415,Livestock Farm Workers,Darwin,Northern Territory,1/01/2019,114
701,8419,"Other Farm, Forestry and Garden Workers",Darwin,Northern Territory,1/01/2019,126
701,8511,Fast Food Cooks,Darwin,Northern Territory,1/01/2019,332
701,8512,Food Trades Assistants,Darwin,Northern Territory,1/01/2019,91
701,8513,Kitchenhands,Darwin,Northern Territory,1/01/2019,754
701,8911,Freight and Furniture Handlers,Darwin,Northern Territory,1/01/2019,203
701,8912,Shelf Fillers,Darwin,Northern Territory,1/01/2019,352
701,8991,Caretakers,Darwin,Northern Territory,1/01/2019,88
701,8992,Deck and Fishing Hands,Darwin,Northern Territory,1/01/2019,218
701,8993,Handypersons,Darwin,Northern Territory,1/01/2019,186
701,8994,Motor Vehicle Parts and Accessories Fitters,Darwin,Northern Territory,1/01/2019,82
701,8999,Other Miscellaneous Labourers,Darwin,Northern Territory,1/01/2019,611
702,1111,Chief Executives and Managing Directors,Northern Territory - Outback,Northern Territory,1/01/2019,330
702,1112,General Managers,Northern Territory - Outback,Northern Territory,1/01/2019,331
702,1113,Legislators,Northern Territory - Outback,Northern Territory,1/01/2019,146
702,1212,Crop Farmers,Northern Territory - Outback,Northern Territory,1/01/2019,145
702,1213,Livestock Farmers,Northern Territory - Outback,Northern Territory,1/01/2019,369
702,1311,"Advertising, Public Relations and Sales Managers",Northern Territory - Outback,Northern Territory,1/01/2019,152
702,1321,Corporate Services Managers,Northern Territory - Outback,Northern Territory,1/01/2019,114
702,1323,Human Resource Managers,Northern Territory - Outback,Northern Territory,1/01/2019,285
702,1325,Research and Development Managers,Northern Territory - Outback,Northern Territory,1/01/2019,138
702,1331,Construction Managers,Northern Territory - Outback,Northern Territory,1/01/2019,364
702,1335,Production Managers,Northern Territory - Outback,Northern Territory,1/01/2019,215
702,1342,Health and Welfare Services Managers,Northern Territory - Outback,Northern Territory,1/01/2019,488
702,1344,Other Education Managers,Northern Territory - Outback,Northern Territory,1/01/2019,181
702,1399,Other Specialist Managers,Northern Territory - Outback,Northern Territory,1/01/2019,547
702,1411,Cafe and Restaurant Managers,Northern Territory - Outback,Northern Territory,1/01/2019,132
702,1412,Caravan Park and Camping Ground Managers,Northern Territory - Outback,Northern Territory,1/01/2019,388
702,1413,Hotel and Motel Managers,Northern Territory - Outback,Northern Territory,1/01/2019,432
702,1419,Other Accommodation and Hospitality Managers,Northern Territory - Outback,Northern Territory,1/01/2019,144
702,1421,Retail Managers,Northern Territory - Outback,Northern Territory,1/01/2019,677
702,1492,Call or Contact Centre and Customer Service Managers,Northern Territory - Outback,Northern Territory,1/01/2019,140
702,1493,Conference and Event Organisers,Northern Territory - Outback,Northern Territory,1/01/2019,168
702,1494,Transport Services Managers,Northern Territory - Outback,Northern Territory,1/01/2019,171
702,1499,"Other Hospitality, Retail and Service Managers",Northern Territory - Outback,Northern Territory,1/01/2019,647
702,2114,Visual Arts and Crafts Professionals,Northern Territory - Outback,Northern Territory,1/01/2019,472
702,2211,Accountants,Northern Territory - Outback,Northern Territory,1/01/2019,129
702,2231,Human Resource Professionals,Northern Territory - Outback,Northern Territory,1/01/2019,539
702,2233,Training and Development Professionals,Northern Territory - Outback,Northern Territory,1/01/2019,239
702,2246,Librarians,Northern Territory - Outback,Northern Territory,1/01/2019,254
702,2247,Management and Organisation Analysts,Northern Territory - Outback,Northern Territory,1/01/2019,282
702,2249,Other Information and Organisation Professionals,Northern Territory - Outback,Northern Territory,1/01/2019,160
702,2253,Public Relations Professionals,Northern Territory - Outback,Northern Territory,1/01/2019,148
702,2341,Agricultural and Forestry Scientists,Northern Territory - Outback,Northern Territory,1/01/2019,270
702,2343,Environmental Scientists,Northern Territory - Outback,Northern Territory,1/01/2019,610
702,2411,Early Childhood (Pre-primary School) Teachers,Northern Territory - Outback,Northern Territory,1/01/2019,323
702,2412,Primary School Teachers,Northern Territory - Outback,Northern Territory,1/01/2019,559
702,2414,Secondary School Teachers,Northern Territory - Outback,Northern Territory,1/01/2019,205
702,2415,Special Education Teachers,Northern Territory - Outback,Northern Territory,1/01/2019,125
702,2491,Education Advisers and Reviewers,Northern Territory - Outback,Northern Territory,1/01/2019,250
702,2492,Private Tutors and Teachers,Northern Territory - Outback,Northern Territory,1/01/2019,79
702,2513,Occupational and Environmental Health Professionals,Northern Territory - Outback,Northern Territory,1/01/2019,194
702,2515,Pharmacists,Northern Territory - Outback,Northern Territory,1/01/2019,129
702,2519,Other Health Diagnostic and Promotion Professionals,Northern Territory - Outback,Northern Territory,1/01/2019,136
702,2531,General Practitioners and Resident Medical Officers,Northern Territory - Outback,Northern Territory,1/01/2019,745
702,2541,Midwives,Northern Territory - Outback,Northern Territory,1/01/2019,397
702,2543,Nurse Managers,Northern Territory - Outback,Northern Territory,1/01/2019,234
702,2544,Registered Nurses,Northern Territory - Outback,Northern Territory,1/01/2019,864
702,2613,Software and Applications Programmers,Northern Territory - Outback,Northern Territory,1/01/2019,215
702,2621,"Database and Systems Administrators, and ICT Security Specialists",Northern Territory - Outback,Northern Territory,1/01/2019,125
702,2631,Computer Network Professionals,Northern Territory - Outback,Northern Territory,1/01/2019,213
702,2721,Counsellors,Northern Territory - Outback,Northern Territory,1/01/2019,251
702,2722,Ministers of Religion,Northern Territory - Outback,Northern Territory,1/01/2019,70
702,2724,Social Professionals,Northern Territory - Outback,Northern Territory,1/01/2019,205
702,2725,Social Workers,Northern Territory - Outback,Northern Territory,1/01/2019,421
702,3112,Medical Technicians,Northern Territory - Outback,Northern Territory,1/01/2019,212
702,3121,"Architectural, Building and Surveying Technicians",Northern Territory - Outback,Northern Territory,1/01/2019,144
702,3129,Other Building and Engineering Technicians,Northern Territory - Outback,Northern Territory,1/01/2019,257
702,3131,ICT Support Technicians,Northern Territory - Outback,Northern Territory,1/01/2019,153
702,3212,Motor Mechanics,Northern Territory - Outback,Northern Territory,1/01/2019,671
702,3232,Metal Fitters and Machinists,Northern Territory - Outback,Northern Territory,1/01/2019,270
702,3312,Carpenters and Joiners,Northern Territory - Outback,Northern Territory,1/01/2019,438
702,3322,Painting Trades Workers,Northern Territory - Outback,Northern Territory,1/01/2019,250
702,3341,Plumbers,Northern Territory - Outback,Northern Territory,1/01/2019,185
702,3411,Electricians,Northern Territory - Outback,Northern Territory,1/01/2019,667
702,3421,Airconditioning and Refrigeration Mechanics,Northern Territory - Outback,Northern Territory,1/01/2019,325
702,3423,Electronics Trades Workers,Northern Territory - Outback,Northern Territory,1/01/2019,104
702,3424,Telecommunications Trades Workers,Northern Territory - Outback,Northern Territory,1/01/2019,141
702,3511,Bakers and Pastrycooks,Northern Territory - Outback,Northern Territory,1/01/2019,176
702,3512,Butchers and Smallgoods Makers,Northern Territory - Outback,Northern Territory,1/01/2019,64
702,3513,Chefs,Northern Territory - Outback,Northern Territory,1/01/2019,405
702,3514,Cooks,Northern Territory - Outback,Northern Territory,1/01/2019,236
702,3611,Animal Attendants and Trainers,Northern Territory - Outback,Northern Territory,1/01/2019,112
702,3622,Gardeners,Northern Territory - Outback,Northern Territory,1/01/2019,562
702,3623,Greenkeepers,Northern Territory - Outback,Northern Territory,1/01/2019,156
702,3911,Hairdressers,Northern Territory - Outback,Northern Territory,1/01/2019,99
702,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",Northern Territory - Outback,Northern Territory,1/01/2019,91
702,4111,Ambulance Officers and Paramedics,Northern Territory - Outback,Northern Territory,1/01/2019,185
702,4115,Indigenous Health Workers,Northern Territory - Outback,Northern Territory,1/01/2019,246
702,4117,Welfare Support Workers,Northern Territory - Outback,Northern Territory,1/01/2019,1172
702,4211,Child Carers,Northern Territory - Outback,Northern Territory,1/01/2019,832
702,4221,Education Aides,Northern Territory - Outback,Northern Territory,1/01/2019,1370
702,4231,Aged and Disabled Carers,Northern Territory - Outback,Northern Territory,1/01/2019,765
702,4233,Nursing Support and Personal Care Workers,Northern Territory - Outback,Northern Territory,1/01/2019,371
702,4234,Special Care Workers,Northern Territory - Outback,Northern Territory,1/01/2019,254
702,4311,Bar Attendants and Baristas,Northern Territory - Outback,Northern Territory,1/01/2019,175
702,4312,Cafe Workers,Northern Territory - Outback,Northern Territory,1/01/2019,95
702,4314,Hotel Service Managers,Northern Territory - Outback,Northern Territory,1/01/2019,126
702,4315,Waiters,Northern Territory - Outback,Northern Territory,1/01/2019,506
702,4412,Fire and Emergency Workers,Northern Territory - Outback,Northern Territory,1/01/2019,303
702,4421,Prison Officers,Northern Territory - Outback,Northern Territory,1/01/2019,337
702,4422,Security Officers and Guards,Northern Territory - Outback,Northern Territory,1/01/2019,932
702,4514,"Gallery, Museum and Tour Guides",Northern Territory - Outback,Northern Territory,1/01/2019,178
702,4516,Tourism and Travel Advisers,Northern Territory - Outback,Northern Territory,1/01/2019,109
702,4518,Other Personal Service Workers,Northern Territory - Outback,Northern Territory,1/01/2019,147
702,5111,"Contract, Program and Project Administrators",Northern Territory - Outback,Northern Territory,1/01/2019,931
702,5121,Office Managers,Northern Territory - Outback,Northern Territory,1/01/2019,615
702,5122,Practice Managers,Northern Territory - Outback,Northern Territory,1/01/2019,136
702,5211,Personal Assistants,Northern Territory - Outback,Northern Territory,1/01/2019,228
702,5212,Secretaries,Northern Territory - Outback,Northern Territory,1/01/2019,113
702,5311,General Clerks,Northern Territory - Outback,Northern Territory,1/01/2019,1498
702,5321,Keyboard Operators,Northern Territory - Outback,Northern Territory,1/01/2019,433
702,5412,Information Officers,Northern Territory - Outback,Northern Territory,1/01/2019,174
702,5421,Receptionists,Northern Territory - Outback,Northern Territory,1/01/2019,1032
702,5511,Accounting Clerks,Northern Territory - Outback,Northern Territory,1/01/2019,264
702,5512,Bookkeepers,Northern Territory - Outback,Northern Territory,1/01/2019,312
702,5513,Payroll Clerks,Northern Territory - Outback,Northern Territory,1/01/2019,141
